listing_id,niche,season,product,angle,design_text,title,tags,price_usd,est_fees_usd,est_cogs_usd,est_profit_usd,est_margin_pct,priority,status
LB-00241,Nurses,Graduation,Sweatshirt,Minimalist,Dad Mode,Dad Mode Sweatshirt | Graduation | Nurses,graduation gift|class of 2026|grad shirt|nurses|nurses gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00242,Dental Hygienists,Back to School,Sticker,Pun,Holy Moly Guacamole,Holy Moly Guacamole Sticker | Back to School | Dental Hygienists,back to school|teacher shirt|classroom decor|dental hygienists|dental gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00243,Girl Moms,Evergreen,Sticker,Photo Style,Snapshot Memory,Snapshot Memory Sticker | Evergreen | Girl Moms,funny gift|personalized gift|custom shirt|girl moms|girl gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00244,Nurses,Christmas,Sweatshirt,Custom Name,Monogram Style,Monogram Style Sweatshirt | Christmas | Nurses,christmas gift|holiday shirt|xmas mug|nurses|nurses gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00245,Christian Moms,Graduation,Sweatshirt,Sentimental,Forever Proud,Forever Proud Sweatshirt | Graduation | Christian Moms,graduation gift|class of 2026|grad shirt|christian moms|christian gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00246,Girl Moms,Fathers Day,Sticker,Photo Style,Memory Badge,Memory Badge Sticker | Fathers Day | Girl Moms,fathers day gift|gift for dad|dad shirt|girl moms|girl gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00247,Girl Moms,Fathers Day,T-Shirt,Sentimental,Thank You for Everything,Thank You for Everything T-Shirt | Fathers Day | Girl Moms,fathers day gift|gift for dad|dad shirt|girl moms|girl gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00248,Gamers,Halloween,Sweatshirt,Sarcastic,IYKYK,IYKYK Sweatshirt | Halloween | Gamers,halloween shirt|spooky mug|cute halloween|gamers|gamers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00249,New Dads,Graduation,Mug,Retro,Old School Badge,Old School Badge Mug | Graduation | New Dads,graduation gift|class of 2026|grad shirt|new dads|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00250,Moms of 2+,Christmas,T-Shirt,Minimalist,Teacher Vibes,Teacher Vibes T-Shirt | Christmas | Moms of 2+,christmas gift|holiday shirt|xmas mug|moms of 2+|moms gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00251,Book Lovers,Christmas,Sticker,Minimalist,Mama Era,Mama Era Sticker | Christmas | Book Lovers,christmas gift|holiday shirt|xmas mug|book lovers|book gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00252,Book Lovers,Fathers Day,T-Shirt,Sentimental,Loved Beyond Words,Loved Beyond Words T-Shirt | Fathers Day | Book Lovers,fathers day gift|gift for dad|dad shirt|book lovers|book gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00253,Cat Moms,Christmas,T-Shirt,Sentimental,My Favorite Human,My Favorite Human T-Shirt | Christmas | Cat Moms,christmas gift|holiday shirt|xmas mug|cat moms|cat gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00254,Moms of 2+,Christmas,Mug,Custom Name,Personalized Family Name,Personalized Family Name Mug | Christmas | Moms of 2+,christmas gift|holiday shirt|xmas mug|moms of 2+|moms gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00255,Graduation Families,Back to School,Mug,Photo Style,Photo Collage Layout,Photo Collage Layout Mug | Back to School | Graduation Families,back to school|teacher shirt|classroom decor|graduation families|graduation gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00256,Grandmas/Nanas,Graduation,T-Shirt,Pun,Read Sleep Repeat,Read Sleep Repeat T-Shirt | Graduation | Grandmas/Nanas,graduation gift|class of 2026|grad shirt|grandmas nanas|grandmas/nanas gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00257,Therapists,Back to School,Sticker,Photo Style,Memory Badge,Memory Badge Sticker | Back to School | Therapists,back to school|teacher shirt|classroom decor|therapists|therapists gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00258,Coffee Lovers,Christmas,T-Shirt,Photo Style,Snapshot Memory,Snapshot Memory T-Shirt | Christmas | Coffee Lovers,christmas gift|holiday shirt|xmas mug|coffee lovers|coffee gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00259,Moms of 2+,Fathers Day,Mug,Minimalist,Dog Mom Club,Dog Mom Club Mug | Fathers Day | Moms of 2+,fathers day gift|gift for dad|dad shirt|moms of 2+|moms gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00260,Boy Moms,Halloween,Mug,Photo Style,Snapshot Memory,Snapshot Memory Mug | Halloween | Boy Moms,halloween shirt|spooky mug|cute halloween|boy moms|boy gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00261,Grandmas/Nanas,Mothers Day,T-Shirt,Pun,Grade A Chaos,Grade A Chaos T-Shirt | Mothers Day | Grandmas/Nanas,mothers day gift|gift for mom|mama gift|grandmas nanas|grandmas/nanas gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00262,Dental Hygienists,Graduation,Sweatshirt,Photo Style,Picture + Name,Picture + Name Sweatshirt | Graduation | Dental Hygienists,graduation gift|class of 2026|grad shirt|dental hygienists|dental gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00263,Boy Moms,Evergreen,Sticker,Retro,Distressed Classic,Distressed Classic Sticker | Evergreen | Boy Moms,funny gift|personalized gift|custom shirt|boy moms|boy gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00264,Grandmas/Nanas,Evergreen,Sweatshirt,Pun,Grade A Chaos,Grade A Chaos Sweatshirt | Evergreen | Grandmas/Nanas,funny gift|personalized gift|custom shirt|grandmas nanas|grandmas/nanas gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00265,Girl Moms,Back to School,Sweatshirt,Retro,Groovy Flowers,Groovy Flowers Sweatshirt | Back to School | Girl Moms,back to school|teacher shirt|classroom decor|girl moms|girl gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00266,Dental Hygienists,Back to School,Sweatshirt,Minimalist,Class of 2026,Class of 2026 Sweatshirt | Back to School | Dental Hygienists,back to school|teacher shirt|classroom decor|dental hygienists|dental gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00267,Girl Moms,Fathers Day,Sticker,Photo Style,Picture + Name,Picture + Name Sticker | Fathers Day | Girl Moms,fathers day gift|gift for dad|dad shirt|girl moms|girl gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00268,Fitness Moms,Halloween,Sticker,Sarcastic,Running on Vibes,Running on Vibes Sticker | Halloween | Fitness Moms,halloween shirt|spooky mug|cute halloween|fitness moms|fitness gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00269,Graduation Families,Back to School,T-Shirt,Minimalist,Mama Era,Mama Era T-Shirt | Back to School | Graduation Families,back to school|teacher shirt|classroom decor|graduation families|graduation gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00270,Moms of 2+,Back to School,Sweatshirt,Pun,Respawn and Repeat,Respawn and Repeat Sweatshirt | Back to School | Moms of 2+,back to school|teacher shirt|classroom decor|moms of 2+|moms gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00271,Coffee Lovers,Back to School,Mug,Photo Style,Photo Collage Layout,Photo Collage Layout Mug | Back to School | Coffee Lovers,back to school|teacher shirt|classroom decor|coffee lovers|coffee gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00272,Real Estate Agents,Back to School,Sticker,Retro,Old School Badge,Old School Badge Sticker | Back to School | Real Estate Agents,back to school|teacher shirt|classroom decor|real estate agents|real gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00273,Plant Lovers,Back to School,T-Shirt,Sentimental,Built with Love,Built with Love T-Shirt | Back to School | Plant Lovers,back to school|teacher shirt|classroom decor|plant lovers|plant gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00274,Book Lovers,Evergreen,T-Shirt,Retro,Groovy Flowers,Groovy Flowers T-Shirt | Evergreen | Book Lovers,funny gift|personalized gift|custom shirt|book lovers|book gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00275,Girl Moms,Graduation,T-Shirt,Pun,Read Sleep Repeat,Read Sleep Repeat T-Shirt | Graduation | Girl Moms,graduation gift|class of 2026|grad shirt|girl moms|girl gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00276,Christian Moms,Fathers Day,Sticker,Photo Style,Polaroid Frame Style,Polaroid Frame Style Sticker | Fathers Day | Christian Moms,fathers day gift|gift for dad|dad shirt|christian moms|christian gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00277,Christian Moms,Back to School,Sticker,Sentimental,Always in My Heart,Always in My Heart Sticker | Back to School | Christian Moms,back to school|teacher shirt|classroom decor|christian moms|christian gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00278,Christian Moms,Halloween,Sticker,Minimalist,Dad Mode,Dad Mode Sticker | Halloween | Christian Moms,halloween shirt|spooky mug|cute halloween|christian moms|christian gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00279,Graduation Families,Christmas,Sticker,Pun,Paws and Effect,Paws and Effect Sticker | Christmas | Graduation Families,christmas gift|holiday shirt|xmas mug|graduation families|graduation gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00280,Girl Moms,Christmas,Sticker,Custom Name,Personalized Family Name,Personalized Family Name Sticker | Christmas | Girl Moms,christmas gift|holiday shirt|xmas mug|girl moms|girl gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00281,Girl Moms,Back to School,Sweatshirt,Photo Style,Photo Collage Layout,Photo Collage Layout Sweatshirt | Back to School | Girl Moms,back to school|teacher shirt|classroom decor|girl moms|girl gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00282,Plant Lovers,Evergreen,Sticker,Photo Style,Photo Collage Layout,Photo Collage Layout Sticker | Evergreen | Plant Lovers,funny gift|personalized gift|custom shirt|plant lovers|plant gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00283,Nurses,Mothers Day,T-Shirt,Minimalist,Booktrovert,Booktrovert T-Shirt | Mothers Day | Nurses,mothers day gift|gift for mom|mama gift|nurses|nurses gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00284,New Moms,Halloween,T-Shirt,Retro,Retro Script,Retro Script T-Shirt | Halloween | New Moms,halloween shirt|spooky mug|cute halloween|new moms|new gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00285,New Dads,Halloween,Sticker,Custom Name,Add Kid Names,Add Kid Names Sticker | Halloween | New Dads,halloween shirt|spooky mug|cute halloween|new dads|new gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00286,Fitness Moms,Fathers Day,T-Shirt,Sarcastic,Chaos Coordinator,Chaos Coordinator T-Shirt | Fathers Day | Fitness Moms,fathers day gift|gift for dad|dad shirt|fitness moms|fitness gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00287,Real Estate Agents,Graduation,Mug,Photo Style,Picture + Name,Picture + Name Mug | Graduation | Real Estate Agents,graduation gift|class of 2026|grad shirt|real estate agents|real gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00288,Cat Moms,Graduation,Sticker,Sentimental,Always in My Heart,Always in My Heart Sticker | Graduation | Cat Moms,graduation gift|class of 2026|grad shirt|cat moms|cat gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00289,Moms of 2+,Halloween,Sticker,Retro,Throwback Type,Throwback Type Sticker | Halloween | Moms of 2+,halloween shirt|spooky mug|cute halloween|moms of 2+|moms gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00290,Real Estate Agents,Mothers Day,T-Shirt,Profession Pride,Caregiver Heart,Caregiver Heart T-Shirt | Mothers Day | Real Estate Agents,mothers day gift|gift for mom|mama gift|real estate agents|real gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00291,Real Estate Agents,Mothers Day,Sticker,Minimalist,Teacher Vibes,Teacher Vibes Sticker | Mothers Day | Real Estate Agents,mothers day gift|gift for mom|mama gift|real estate agents|real gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00292,New Dads,Evergreen,Sticker,Minimalist,Dog Mom Club,Dog Mom Club Sticker | Evergreen | New Dads,funny gift|personalized gift|custom shirt|new dads|new gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00293,Girl Moms,Evergreen,Sticker,Pun,Read Sleep Repeat,Read Sleep Repeat Sticker | Evergreen | Girl Moms,funny gift|personalized gift|custom shirt|girl moms|girl gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00294,Moms of 2+,Christmas,T-Shirt,Retro,Vintage Sunset,Vintage Sunset T-Shirt | Christmas | Moms of 2+,christmas gift|holiday shirt|xmas mug|moms of 2+|moms gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00295,Plant Lovers,Christmas,Sweatshirt,Retro,Groovy Flowers,Groovy Flowers Sweatshirt | Christmas | Plant Lovers,christmas gift|holiday shirt|xmas mug|plant lovers|plant gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00296,Plant Lovers,Graduation,T-Shirt,Custom Name,Est. Year Custom,Est. Year Custom T-Shirt | Graduation | Plant Lovers,graduation gift|class of 2026|grad shirt|plant lovers|plant gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00297,Boy Moms,Back to School,Sticker,Custom Name,Est. Year Custom,Est. Year Custom Sticker | Back to School | Boy Moms,back to school|teacher shirt|classroom decor|boy moms|boy gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00298,Coffee Lovers,Halloween,Mug,Photo Style,Picture + Name,Picture + Name Mug | Halloween | Coffee Lovers,halloween shirt|spooky mug|cute halloween|coffee lovers|coffee gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00299,Teachers,Back to School,Sweatshirt,Minimalist,Dad Mode,Dad Mode Sweatshirt | Back to School | Teachers,back to school|teacher shirt|classroom decor|teachers|teachers gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00300,Teachers,Mothers Day,T-Shirt,Profession Pride,Caregiver Heart,Caregiver Heart T-Shirt | Mothers Day | Teachers,mothers day gift|gift for mom|mama gift|teachers|teachers gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00301,Teachers,Christmas,Sticker,Sentimental,Thank You for Everything,Thank You for Everything Sticker | Christmas | Teachers,christmas gift|holiday shirt|xmas mug|teachers|teachers gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00302,New Moms,Graduation,Mug,Sentimental,Thank You for Everything,Thank You for Everything Mug | Graduation | New Moms,graduation gift|class of 2026|grad shirt|new moms|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00303,Therapists,Fathers Day,Sweatshirt,Minimalist,Dog Mom Club,Dog Mom Club Sweatshirt | Fathers Day | Therapists,fathers day gift|gift for dad|dad shirt|therapists|therapists gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00304,Cat Moms,Fathers Day,Sweatshirt,Retro,Old School Badge,Old School Badge Sweatshirt | Fathers Day | Cat Moms,fathers day gift|gift for dad|dad shirt|cat moms|cat gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00305,Girl Moms,Mothers Day,Mug,Photo Style,Memory Badge,Memory Badge Mug | Mothers Day | Girl Moms,mothers day gift|gift for mom|mama gift|girl moms|girl gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00306,Boy Moms,Back to School,Mug,Sentimental,Forever Proud,Forever Proud Mug | Back to School | Boy Moms,back to school|teacher shirt|classroom decor|boy moms|boy gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00307,Graduation Families,Fathers Day,Sweatshirt,Retro,Distressed Classic,Distressed Classic Sweatshirt | Fathers Day | Graduation Families,fathers day gift|gift for dad|dad shirt|graduation families|graduation gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00308,New Moms,Evergreen,Sweatshirt,Pun,Vitals and Vibes,Vitals and Vibes Sweatshirt | Evergreen | New Moms,funny gift|personalized gift|custom shirt|new moms|new gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00309,Nurses,Fathers Day,Sticker,Minimalist,Dad Mode,Dad Mode Sticker | Fathers Day | Nurses,fathers day gift|gift for dad|dad shirt|nurses|nurses gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00310,Therapists,Christmas,Sticker,Profession Pride,Caregiver Heart,Caregiver Heart Sticker | Christmas | Therapists,christmas gift|holiday shirt|xmas mug|therapists|therapists gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00311,Cat Moms,Evergreen,Mug,Photo Style,Photo Collage Layout,Photo Collage Layout Mug | Evergreen | Cat Moms,funny gift|personalized gift|custom shirt|cat moms|cat gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,medium,backlog
LB-00312,Christian Moms,Evergreen,T-Shirt,Pun,Plant Parent Energy,Plant Parent Energy T-Shirt | Evergreen | Christian Moms,funny gift|personalized gift|custom shirt|christian moms|christian gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00313,Gamers,Evergreen,T-Shirt,Retro,Vintage Sunset,Vintage Sunset T-Shirt | Evergreen | Gamers,funny gift|personalized gift|custom shirt|gamers|gamers gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00314,Girl Moms,Evergreen,Sticker,Profession Pride,Built for Service,Built for Service Sticker | Evergreen | Girl Moms,funny gift|personalized gift|custom shirt|girl moms|girl gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00315,Dental Hygienists,Back to School,Sweatshirt,Custom Name,Personalized Family Name,Personalized Family Name Sweatshirt | Back to School | Dental Hygienists,back to school|teacher shirt|classroom decor|dental hygienists|dental gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00316,Book Lovers,Halloween,Sticker,Sentimental,Always in My Heart,Always in My Heart Sticker | Halloween | Book Lovers,halloween shirt|spooky mug|cute halloween|book lovers|book gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00317,Graduation Families,Evergreen,T-Shirt,Profession Pride,Caregiver Heart,Caregiver Heart T-Shirt | Evergreen | Graduation Families,funny gift|personalized gift|custom shirt|graduation families|graduation gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
LB-00318,Girl Moms,Evergreen,Sticker,Custom Name,Custom Role Name,Custom Role Name Sticker | Evergreen | Girl Moms,funny gift|personalized gift|custom shirt|girl moms|girl gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00319,Plant Lovers,Mothers Day,Sticker,Sarcastic,Not Today,Not Today Sticker | Mothers Day | Plant Lovers,mothers day gift|gift for mom|mama gift|plant lovers|plant gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,high,backlog
LB-00320,Coffee Lovers,Halloween,Sticker,Pun,Read Sleep Repeat,Read Sleep Repeat Sticker | Halloween | Coffee Lovers,halloween shirt|spooky mug|cute halloween|coffee lovers|coffee gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00321,Dental Hygienists,Evergreen,Sweatshirt,Minimalist,Nurse Life,Nurse Life Sweatshirt | Evergreen | Dental Hygienists,funny gift|personalized gift|custom shirt|dental hygienists|dental gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,medium,backlog
LB-00322,Book Lovers,Fathers Day,T-Shirt,Custom Name,Personalized Family Name,Personalized Family Name T-Shirt | Fathers Day | Book Lovers,fathers day gift|gift for dad|dad shirt|book lovers|book gift|t-shirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,high,backlog
LB-00323,Fitness Moms,Mothers Day,Mug,Sarcastic,Professionally Tired,Professionally Tired Mug | Mothers Day | Fitness Moms,mothers day gift|gift for mom|mama gift|fitness moms|fitness gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,2.06,12.5,2.43,14.3,high,backlog
LB-00324,New Moms,Mothers Day,Sweatshirt,Profession Pride,Classroom Hero,Classroom Hero Sweatshirt | Mothers Day | New Moms,mothers day gift|gift for mom|mama gift|new moms|new gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00325,Cat Moms,Halloween,Sticker,Pun,Grade A Chaos,Grade A Chaos Sticker | Halloween | Cat Moms,halloween shirt|spooky mug|cute halloween|cat moms|cat gift|sticker|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,1.02,3.0,1.97,32.9,medium,backlog
LB-00326,Book Lovers,Fathers Day,Sweatshirt,Minimalist,Booktrovert,Booktrovert Sweatshirt | Fathers Day | Book Lovers,fathers day gift|gift for dad|dad shirt|book lovers|book gift|sweatshirt|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,3.77,24.0,7.22,20.6,high,backlog
LB-00327,Coffee Lovers,Evergreen,T-Shirt,Photo Style,Picture + Name,Picture + Name T-Shirt | Evergreen | Coffee Lovers,funny gift|personalized gift|custom shirt|coffee lovers|coffee gift|t-shirt|custom gift|trending 2026|etsy find|gift idea|family gift,24.99,2.82,16.5,5.67,22.7,medium,backlog
