wave,publish_date,listing_id,niche,season,product,title,tags,price_usd,est_margin_pct,status
W3,2026-03-14,LB-00101,Grandmas/Nanas,Graduation,Mug,Thank You for Everything Mug | Graduation | Grandmas/Nanas,graduation gift|class of 2026|grad shirt|grandmas nanas|grandmas/nanas gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-15,LB-00113,Teachers,Fathers Day,Mug,Grade A Chaos Mug | Fathers Day | Teachers,fathers day gift|gift for dad|dad shirt|teachers|teachers gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-16,LB-00117,Dog Moms,Fathers Day,Mug,Paws and Effect Mug | Fathers Day | Dog Moms,fathers day gift|gift for dad|dad shirt|dog moms|dog gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-17,LB-00119,New Dads,Fathers Day,Mug,Built with Love Mug | Fathers Day | New Dads,fathers day gift|gift for dad|dad shirt|new dads|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-11,LB-00124,Fitness Moms,Mothers Day,Mug,Vitals and Vibes Mug | Mothers Day | Fitness Moms,mothers day gift|gift for mom|mama gift|fitness moms|fitness gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-12,LB-00153,Christian Moms,Graduation,Mug,Polaroid Frame Style Mug | Graduation | Christian Moms,graduation gift|class of 2026|grad shirt|christian moms|christian gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-13,LB-00158,Cat Moms,Fathers Day,Mug,Barely Functioning Mug | Fathers Day | Cat Moms,fathers day gift|gift for dad|dad shirt|cat moms|cat gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-14,LB-00160,New Moms,Fathers Day,Mug,Loved Beyond Words Mug | Fathers Day | New Moms,fathers day gift|gift for dad|dad shirt|new moms|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-15,LB-00167,Dog Moms,Mothers Day,Mug,Class of 2026 Mug | Mothers Day | Dog Moms,mothers day gift|gift for mom|mama gift|dog moms|dog gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-16,LB-00186,New Moms,Graduation,Mug,My Favorite Human Mug | Graduation | New Moms,graduation gift|class of 2026|grad shirt|new moms|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-17,LB-00210,New Dads,Mothers Day,Mug,Photo Collage Layout Mug | Mothers Day | New Dads,mothers day gift|gift for mom|mama gift|new dads|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-11,LB-00215,Book Lovers,Fathers Day,Mug,Old School Badge Mug | Fathers Day | Book Lovers,fathers day gift|gift for dad|dad shirt|book lovers|book gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-12,LB-00225,Nurses,Graduation,Mug,My Favorite Human Mug | Graduation | Nurses,graduation gift|class of 2026|grad shirt|nurses|nurses gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-13,LB-00249,New Dads,Graduation,Mug,Old School Badge Mug | Graduation | New Dads,graduation gift|class of 2026|grad shirt|new dads|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-14,LB-00259,Moms of 2+,Fathers Day,Mug,Dog Mom Club Mug | Fathers Day | Moms of 2+,fathers day gift|gift for dad|dad shirt|moms of 2+|moms gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-15,LB-00287,Real Estate Agents,Graduation,Mug,Picture + Name Mug | Graduation | Real Estate Agents,graduation gift|class of 2026|grad shirt|real estate agents|real gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-16,LB-00302,New Moms,Graduation,Mug,Thank You for Everything Mug | Graduation | New Moms,graduation gift|class of 2026|grad shirt|new moms|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-17,LB-00305,Girl Moms,Mothers Day,Mug,Memory Badge Mug | Mothers Day | Girl Moms,mothers day gift|gift for mom|mama gift|girl moms|girl gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-11,LB-00323,Fitness Moms,Mothers Day,Mug,Professionally Tired Mug | Mothers Day | Fitness Moms,mothers day gift|gift for mom|mama gift|fitness moms|fitness gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-12,LB-00332,Therapists,Graduation,Mug,Polaroid Frame Style Mug | Graduation | Therapists,graduation gift|class of 2026|grad shirt|therapists|therapists gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-13,LB-00334,New Dads,Mothers Day,Mug,Class of 2026 Mug | Mothers Day | New Dads,mothers day gift|gift for mom|mama gift|new dads|new gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-14,LB-00340,Cat Moms,Mothers Day,Mug,My Favorite Human Mug | Mothers Day | Cat Moms,mothers day gift|gift for mom|mama gift|cat moms|cat gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-15,LB-00357,Boy Moms,Graduation,Mug,Custom Name Here Mug | Graduation | Boy Moms,graduation gift|class of 2026|grad shirt|boy moms|boy gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-16,LB-00358,Real Estate Agents,Mothers Day,Mug,Mama Era Mug | Mothers Day | Real Estate Agents,mothers day gift|gift for mom|mama gift|real estate agents|real gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-17,LB-00361,Gamers,Mothers Day,Mug,Dad Mode Mug | Mothers Day | Gamers,mothers day gift|gift for mom|mama gift|gamers|gamers gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W3,2026-03-11,LB-00367,Real Estate Agents,Graduation,Mug,Custom Role Name Mug | Graduation | Real Estate Agents,graduation gift|class of 2026|grad shirt|real estate agents|real gift|mug|funny gift|personalized gift|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
