wave,publish_date,listing_id,niche,season,product,title,tags,price_usd,est_margin_pct,status
W8,2026-04-21,LB-00805,Dog Moms,Evergreen,Sweatshirt,Vintage Sunset Sweatshirt | Evergreen | Dog Moms,funny gift|personalized gift|custom shirt|dog moms|dog gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W8,2026-04-15,LB-00816,Dog Moms,Evergreen,Sweatshirt,Snapshot Memory Sweatshirt | Evergreen | Dog Moms,funny gift|personalized gift|custom shirt|dog moms|dog gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W8,2026-04-16,LB-00842,Grandmas/Nanas,Evergreen,Sweatshirt,Forever Proud Sweatshirt | Evergreen | Grandmas/Nanas,funny gift|personalized gift|custom shirt|grandmas nanas|grandmas/nanas gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W8,2026-04-17,LB-00857,Plant Lovers,Evergreen,Sweatshirt,Memory Badge Sweatshirt | Evergreen | Plant Lovers,funny gift|personalized gift|custom shirt|plant lovers|plant gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W8,2026-04-18,LB-00888,Grandmas/Nanas,Evergreen,Sweatshirt,Built for Service Sweatshirt | Evergreen | Grandmas/Nanas,funny gift|personalized gift|custom shirt|grandmas nanas|grandmas/nanas gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W8,2026-04-19,LB-00894,Teachers,Evergreen,Sweatshirt,Paws and Effect Sweatshirt | Evergreen | Teachers,funny gift|personalized gift|custom shirt|teachers|teachers gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W8,2026-04-20,LB-00902,Nurses,Evergreen,Sweatshirt,Mama Era Sweatshirt | Evergreen | Nurses,funny gift|personalized gift|custom shirt|nurses|nurses gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W8,2026-04-21,LB-00937,Dental Hygienists,Evergreen,Sweatshirt,Memory Badge Sweatshirt | Evergreen | Dental Hygienists,funny gift|personalized gift|custom shirt|dental hygienists|dental gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W8,2026-04-15,LB-00940,Therapists,Evergreen,Sweatshirt,Booktrovert Sweatshirt | Evergreen | Therapists,funny gift|personalized gift|custom shirt|therapists|therapists gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W8,2026-04-16,LB-00996,Boy Moms,Evergreen,Sweatshirt,Built with Love Sweatshirt | Evergreen | Boy Moms,funny gift|personalized gift|custom shirt|boy moms|boy gift|sweatshirt|custom gift|trending 2026|etsy find|gift idea|family gift,34.99,20.6,queued
W8,2026-04-17,LB-00024,Book Lovers,Evergreen,Mug,Not Today Mug | Evergreen | Book Lovers,funny gift|personalized gift|custom shirt|book lovers|book gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W8,2026-04-18,LB-00061,Real Estate Agents,Evergreen,Mug,Throwback Type Mug | Evergreen | Real Estate Agents,funny gift|personalized gift|custom shirt|real estate agents|real gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W8,2026-04-19,LB-00070,Book Lovers,Evergreen,Mug,Old School Badge Mug | Evergreen | Book Lovers,funny gift|personalized gift|custom shirt|book lovers|book gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W8,2026-04-20,LB-00078,Dog Moms,Evergreen,Mug,Professionally Tired Mug | Evergreen | Dog Moms,funny gift|personalized gift|custom shirt|dog moms|dog gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W8,2026-04-21,LB-00102,Boy Moms,Evergreen,Mug,IYKYK Mug | Evergreen | Boy Moms,funny gift|personalized gift|custom shirt|boy moms|boy gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
W8,2026-04-15,LB-00106,Cat Moms,Evergreen,Mug,Add Kid Names Mug | Evergreen | Cat Moms,funny gift|personalized gift|custom shirt|cat moms|cat gift|mug|custom gift|trending 2026|etsy find|gift idea|family gift,16.99,14.3,queued
