wave,publish_date,listing_id,niche,season,product,title,tags,price_usd,est_margin_pct,status
W7,2026-04-13,LB-00103,Nurses,Evergreen,Sticker,Built with Love Sticker | Evergreen | Nurses,funny gift|personalized gift|custom shirt|nurses|nurses gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-14,LB-00123,Boy Moms,Evergreen,Sticker,Custom Role Name Sticker | Evergreen | Boy Moms,funny gift|personalized gift|custom shirt|boy moms|boy gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-08,LB-00135,Moms of 2+,Evergreen,Sticker,Memory Badge Sticker | Evergreen | Moms of 2+,funny gift|personalized gift|custom shirt|moms of 2+|moms gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-09,LB-00216,Girl Moms,Evergreen,Sticker,Throwback Type Sticker | Evergreen | Girl Moms,funny gift|personalized gift|custom shirt|girl moms|girl gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-10,LB-00224,Teachers,Evergreen,Sticker,Class of 2026 Sticker | Evergreen | Teachers,funny gift|personalized gift|custom shirt|teachers|teachers gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-11,LB-00230,Dog Moms,Evergreen,Sticker,Custom Role Name Sticker | Evergreen | Dog Moms,funny gift|personalized gift|custom shirt|dog moms|dog gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-12,LB-00232,Graduation Families,Evergreen,Sticker,Old School Badge Sticker | Evergreen | Graduation Families,funny gift|personalized gift|custom shirt|graduation families|graduation gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-13,LB-00243,Girl Moms,Evergreen,Sticker,Snapshot Memory Sticker | Evergreen | Girl Moms,funny gift|personalized gift|custom shirt|girl moms|girl gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-14,LB-00263,Boy Moms,Evergreen,Sticker,Distressed Classic Sticker | Evergreen | Boy Moms,funny gift|personalized gift|custom shirt|boy moms|boy gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-08,LB-00282,Plant Lovers,Evergreen,Sticker,Photo Collage Layout Sticker | Evergreen | Plant Lovers,funny gift|personalized gift|custom shirt|plant lovers|plant gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-09,LB-00292,New Dads,Evergreen,Sticker,Dog Mom Club Sticker | Evergreen | New Dads,funny gift|personalized gift|custom shirt|new dads|new gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-10,LB-00293,Girl Moms,Evergreen,Sticker,Read Sleep Repeat Sticker | Evergreen | Girl Moms,funny gift|personalized gift|custom shirt|girl moms|girl gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-11,LB-00314,Girl Moms,Evergreen,Sticker,Built for Service Sticker | Evergreen | Girl Moms,funny gift|personalized gift|custom shirt|girl moms|girl gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-12,LB-00318,Girl Moms,Evergreen,Sticker,Custom Role Name Sticker | Evergreen | Girl Moms,funny gift|personalized gift|custom shirt|girl moms|girl gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-13,LB-00330,Girl Moms,Evergreen,Sticker,Running on Vibes Sticker | Evergreen | Girl Moms,funny gift|personalized gift|custom shirt|girl moms|girl gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-14,LB-00336,Cat Moms,Evergreen,Sticker,Custom Name Here Sticker | Evergreen | Cat Moms,funny gift|personalized gift|custom shirt|cat moms|cat gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
W7,2026-04-08,LB-00349,Boy Moms,Evergreen,Sticker,Forever Proud Sticker | Evergreen | Boy Moms,funny gift|personalized gift|custom shirt|boy moms|boy gift|sticker|custom gift|trending 2026|etsy find|gift idea|family gift,5.99,32.9,queued
